Provinsi,URL Produk,Nama Produk,Lokasi Toko,Harga (IDR),Unit Terjual,Volume Penjualan (IDR),Rating,Tahun
Sumatera Selatan,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-kakap-merah-500-gram-ikan-kakap-merah-1735406238078502643-1735406253179504371?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palembang%26search_id%3D20260607152830320722549D1751104TEW%26src%3Dsearch,Ikan Laut Kakap Merah Bersih 1KG Segar Fresh -  Ikan Kakap Merah - Berkualitas - Bergaransi,Fish supplier bali,55000,7,385000,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/fresh-goods-official/ikan-bawal-hitam-ikan-bawal-laut-ikan-dorang-hitam-ikan-dorang-laut-dijamin-segar-dan-berkualitas-by-freshgoods-500-gram-utuh-73534?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,21%,0,31600,0,0,4.9,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/archive-ninja250-second/ikan-kuro-senangin-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,ikan kuro / senangin | ikan laut segar | seafood,0,68000,0,0,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/archive-ninja250-second/ikan-kembung-gepeng-botak-segar-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,Ikan kembung gepeng / botak segar | ikan laut segar | seafood,0,68000,0,0,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/archive-ninja250-second/ikan-bawal-hitam-laut-fresh-ikan-laut-segar-seafood-600-1000gram-2bd36?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,Ikan bawal hitam laut fresh | ikan laut segar | seafood,0,78000,24,1872000,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/archive-ninja250-second/ikan-bawal-putih-laut-segar-ikan-laut-segar-seafood-400-500gram-6ae69?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,ikan bawal putih laut segar | ikan laut segar | seafood,0,235000,15,3525000,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/archive-ninja250-second/ikan-cincaru-ikan-tengkek-fresh-seafood-ikan-laut-segar?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,ikan cincaru / ikan tengkek fresh | seafood | Ikan laut segar,0,45000,11,495000,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/rumahsalmon/ikan-kembung-laut-segar-harian-fresh-1-kg-isi-7-10-ekor-bersih-500-gram?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,IKAN KEMBUNG LAUT SEGAR HARIAN / FRESH 1 kg isi 7-10 ekor (BERSIH),Rumah Salmon Jakarta,45000,0,0,4.8,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/cobry/cumi-segar-bangka-jumbo?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,Cumi Segar Bangka/Jumbo,Cumi Segar Bangka/Jumbo,159000,0,0,5.0,2024
Kepulauan Bangka Belitung,https://www.tokopedia.com/22seafood/ikan-kerapu-kerapu-fillet-500-gr-ikan-laut-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bangka%26search_id%3D202606071528445737C6EC2E0716383E52%26src%3Dsearch,Ikan Kerapu / Kerapu Fillet 500 gr / Ikan Laut / Seafood 22,0,89500,0,0,4.9,2024
Bengkulu,https://www.tokopedia.com/cvlautan-mas/ikan-sebelah-1kg-ikan-sebelah-segar-seafood-ikan-laut-segar-1732399607450535419?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Sebelah 1Kg Ikan Sebelah Segar Seafood Ikan Laut Segar,0,58000,0,0,0.0,2024
Bengkulu,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-sulir-biru-500-gram-ikan-sulir-biru-1735384433288447731-1735384434163025651?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Laut Sulir Biru Bersih 1KG Segar Fresh - Ikan Sulir Biru - Berkualitas - Bergaransi,Fish supplier bali,30000,1,30000,0.0,2024
Bengkulu,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-cunding-500-gram-ikan-cunding-1735384250051233523-1735384275888342771?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Laut Cunding Bersih 1KG Segar Fresh  - Ikan Cunding - Berkualitas - Bergaransi,Fish supplier bali,50000,0,0,0.0,2024
Bengkulu,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
Bengkulu,https://www.tokopedia.com/pesona-bahari-shop/500gr-ikan-asin-layur-besar-premium-fresh-ikan-kering-seafood-laut-1732359473360045148-1734652450590327900?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,21%,0,13351,0,0,4.8,2024
Bengkulu,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-kerapu-merah-500-gram-ikan-kerapu-merah-1735384436434175731-1735384433343432435?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Laut Kerapu Merah Bersih 1KG Segar Fresh - Ikan Kerapu Merah - Berkualitas - Bergaransi,Fish supplier bali,37500,1,37500,0.0,2024
Bengkulu,https://www.tokopedia.com/archive-ninja250-second/ikan-layur-fresh-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan layur fresh | ikan laut segar | seafood,0,65000,0,0,5.0,2024
Bengkulu,https://www.tokopedia.com/lapakabdicom/ikan-selar-1kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Selar 1Kg Ikan Laut Seafood Segar Garansi Termurah,0,63000,9,567000,0.0,2024
Bengkulu,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-krisi-kerisi-anggoli-500-gram-ikan-kerisi-krisi-anggoli-1735383894108374771-1735383906732443379?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Laut Krisi Kerisi Anggoli Bersih 1KG Segar Fresh - Ikan Kerisi Krisi Anggoli - Berkualitas - Bergaransi,Fish supplier bali,42500,2,85000,0.0,2024
Bengkulu,https://www.tokopedia.com/lapakabdicom/ikan-kembung-500gr-ikan-laut-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bengkulu%26search_id%3D202606071528595737C6EC2E0716152GI6%26src%3Dsearch,Ikan Kembung 500gr Ikan Laut Segar Garansi Termurah,0,23900,0,0,5.0,2024
Lampung,https://www.tokopedia.com/pindo-ar/ikan-laut-kembung-banjar-segar-ikan-basah-berkualitas-1731642634635544334?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,IKAN LAUT KEMBUNG BANJAR SEGAR / IKAN BASAH BERKUALITAS,0,88000,0,0,5.0,2024
Lampung,https://www.tokopedia.com/tokoikanfroz/toko-ikan-frozen-kerapu-laut-frozen-fresh-1-kg-1729900697887540757?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,Ikan Kerapu Laut Frozen Fresh 1 kg,0,70000,0,0,4.9,2024
Lampung,https://www.tokopedia.com/kemangba/ikan-laut-kembung-banjar-belo-layang-jumbo-ikan-segar?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,Ikan Laut Kembung Banjar Belo Layang Jumbo - Ikan Segar,0,70600,10,706000,5.0,2024
Lampung,https://www.tokopedia.com/fresh-goods-official/ikan-bawal-hitam-ikan-bawal-laut-ikan-dorang-hitam-ikan-dorang-laut-dijamin-segar-dan-berkualitas-by-freshgoods-500-gram-utuh-73534?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,21%,0,31600,0,0,4.9,2024
Lampung,https://www.tokopedia.com/lapakabdicom/ikan-kerapu-kerapuh-1-kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,Ikan Kerapu Kerapuh 1 Kg Ikan Laut Seafood Segar Garansi Termurah,0,105000,1,105000,0.0,2024
Lampung,https://www.tokopedia.com/cahayalautmandiri-1/baronang-ikan-laut-segar-1kg-3-4ekor?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,baronang ikan laut segar 1kg 3-4ekor,0,70000,0,0,4.6,2024
Lampung,https://www.tokopedia.com/pindo-ar/ikan-kembung-gepeng-ikan-cewe-segar-ikan-laut-seafood-ikan-basah-1731642623292114702?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,IKAN KEMBUNG GEPENG / IKAN CEWE SEGAR / IKAN LAUT SEAFOOD / IKAN BASAH,0,45000,0,0,5.0,2024
Lampung,https://www.tokopedia.com/fresh-fish-77/ikan-ekor-kunig-1kg-isi-7-8-ikan-laut-segar-fish-1731306494244980414?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,Ikan Ekor Kunig ( 1kg isi 7/8 ) ikan laut segar Fish,0,65000,1,65000,0.0,2024
Lampung,https://www.tokopedia.com/fishofrozenfish/ikan-bawal-putih-laut-beku-fresh-segar-1-kg-7-8-ekor-kg-30f67?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,Ikan BAWAL PUTIH LAUT BEKU FRESH SEGAR 1 KG,0,132000,0,0,4.9,2024
Lampung,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+lampung%26search_id%3D20260607152913577BCC914F9E55319GTM%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
DKI Jakarta,https://www.tokopedia.com/22-shop/ikan-saba-whole-norwegian-import-ikan-saba-mackarel-whole-import-1kg?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,Ikan Saba Whole Norwegian Import / Ikan Saba Mackarel Whole Import 1kg,0,97500,0,0,4.9,2024
DKI Jakarta,https://www.tokopedia.com/fresh-goods-official/ikan-bawal-hitam-ikan-bawal-laut-ikan-dorang-hitam-ikan-dorang-laut-dijamin-segar-dan-berkualitas-by-freshgoods-500-gram-utuh-73534?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,21%,0,31600,0,0,4.9,2024
DKI Jakarta,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
DKI Jakarta,https://www.tokopedia.com/cahayalautmandiri-1/baronang-ikan-laut-segar-1kg-3-4ekor?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,baronang ikan laut segar 1kg 3-4ekor,0,70000,0,0,4.6,2024
DKI Jakarta,https://www.tokopedia.com/sentraikan-1/sentra-ikan-laut-ikan-kembung-laut-banjar-utuh-800-gram-segar-halal-tanpa-pengawet-100-fresh-vacuum-packing-1729827626370566087?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,Sentra Ikan Laut Ikan Kembung Laut Banjar Utuh 800 Gram Segar Halal Tanpa Pengawet 100% Fresh Vacuum Packing,0,65000,0,0,4.9,2024
DKI Jakarta,https://www.tokopedia.com/cvlautan-mas/ikan-sebelah-1kg-ikan-sebelah-segar-seafood-ikan-laut-segar-1732399607450535419?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,Ikan Sebelah 1Kg Ikan Sebelah Segar Seafood Ikan Laut Segar,0,58000,0,0,0.0,2024
DKI Jakarta,https://www.tokopedia.com/khael10/ikan-salem-segar-1kg-hasil-laut-segar-harian-bergaransi?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,Ikan Salem Segar 1Kg / Hasil Laut Segar Harian BERGARANSI,0,48510,29,1406790,4.9,2024
DKI Jakarta,https://www.tokopedia.com/archive-ninja250-second/ikan-manyung-segar-seafood-ikan-laut-segar?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,ikan manyung segar | seafood | ikan laut segar,0,62500,0,0,4.9,2024
DKI Jakarta,https://www.tokopedia.com/karunia-abadi-semesta/ikan-segar-ikan-laut-ikan-kembung-murah-promo-500-gram?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,IKAN SEGAR IKAN LAUT IKAN KEMBUNG MURAH PROMO - 500 GRAM,0,24500,0,0,4.9,2024
DKI Jakarta,https://www.tokopedia.com/fishofrozenfish/ikan-bawal-putih-laut-beku-fresh-segar-1-kg-7-8-ekor-kg-30f67?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+jakarta%26search_id%3D2026060715292800411460F7C92D06EXGW%26src%3Dsearch,Ikan BAWAL PUTIH LAUT BEKU FRESH SEGAR 1 KG,0,132000,0,0,4.9,2024
Banten,https://www.tokopedia.com/fresh-goods-official/ikan-tenggiri-ikan-tengiri-dijamin-segar-dan-berkualitas-by-freshgoods-utuh-f6ef0?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan Tenggiri / Ikan Tengiri DIJAMIN SEGAR DAN BERKUALITAS By FreshGoods,0,80000,0,0,4.9,2024
Banten,https://www.tokopedia.com/archive-ninja250-second/ikan-bawal-air-tawar-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan bawal air tawar | ikan laut segar | seafood,0,40000,0,0,5.0,2024
Banten,https://www.tokopedia.com/22seafood/ikan-salmon-salmon-fillet-500-gr-bagian-tengah-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan Salmon / Salmon Fillet 500 gr bagian tengah / Seafood 22,0,116000,0,0,4.9,2024
Banten,https://www.tokopedia.com/produsen-beef-slice-dan-distributor-seafood-mentah/ikan-gurame-gurami-sudah-bersih-1kg-isi-2-4-ekor-berkualitas-dan-fresh-dan-halal-1734614986423829583?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,"Ikan Gurame / Gurami sudah bersih  1kg (isi 2-4 ekor), Berkualitas dan FRESH dan HALAL",0,59500,0,0,0.0,2024
Banten,https://www.tokopedia.com/pdsinarsamudera/ikan-salmon-trout-fresh-norwegian-salmon-premium?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan salmon Trout Fresh ( Norwegian Salmon Premium),0,652500,0,0,4.9,2024
Banten,https://www.tokopedia.com/22seafood/ikan-kerapu-kerapu-fillet-500-gr-ikan-laut-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan Kerapu / Kerapu Fillet 500 gr / Ikan Laut / Seafood 22,0,89500,0,0,4.9,2024
Banten,https://www.tokopedia.com/22seafood/ikan-salmon-fillet-ekor-1-kg-salmon-premium-quality-seafood-22-halal-haccp-1731585782219179924?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan Salmon Fillet Ekor 1 kg / Salmon Premium Quality / Seafood 22 /HALAL /HACCP,0,208000,0,0,5.0,2024
Banten,https://www.tokopedia.com/segarlaut/ikan-salmon-fillet-portion-fresh-frozen-segar-fish-1729875927652140470?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan Salmon Fillet Portion | Fresh Frozen & Segar  Fish,0,72000,0,0,5.0,2024
Banten,https://www.tokopedia.com/22seafood/ikan-tuna-tuna-belly-500-gr-toro-fresh-quality-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banten%26search_id%3D20260607152942F9B902FC3289AF234AY0%26src%3Dsearch,Ikan Tuna / Tuna Belly 500 Gr / Toro fresh quality / Seafood 22,0,46500,0,0,4.9,2024
Jawa Barat,https://www.tokopedia.com/rzt86/ikan-kembung-banjar-segar-ikan-kembung-fresh-ikan-laut?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,ikan kembung banjar segar - Ikan Kembung Fresh - Ikan laut,0,31500,0,0,4.9,2024
Jawa Barat,https://www.tokopedia.com/oceanfishstore/ikan-laut-paketan-isi-5-ekor?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,ikan laut paketan isi 5 ekor,0,175000,1,175000,5.0,2024
Jawa Barat,https://www.tokopedia.com/rumahikanlautseg/udang-vaname-kupas-bersih-sisa-ekor-rumah-ikan-laut-segar-premium-seafood-mentah-1732325713761305774-1735427927185786030?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,Udang Vaname Kupas Bersih Sisa Ekor Rumah Ikan Laut Segar Premium Seafood Mentah,0,66000,5,330000,0.0,2024
Jawa Barat,https://www.tokopedia.com/pindo-ar/ikan-laut-kembung-banjar-segar-ikan-basah-berkualitas-1731642634635544334?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,IKAN LAUT KEMBUNG BANJAR SEGAR / IKAN BASAH BERKUALITAS,0,88000,0,0,5.0,2024
Jawa Barat,https://www.tokopedia.com/pt-rivel-food-indonesia/ikan-tuna-segar-1-kg-baby-tuna-fresh-frozen-potong-fillet-74d57?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,12%,0,39500,0,0,5.0,2024
Jawa Barat,https://www.tokopedia.com/daengsayur/ikan-banyar-ikan-kembung-basah-segar-500gram?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,Ikan Banyar Ikan Kembung Basah Segar - 500gram,0,35000,0,0,5.0,2024
Jawa Barat,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-potong-500-gram-ikan-potong-ikan-campur-berkualitas-1735383907005269747-1735383907543844595?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,Steak Ikan Laut Potong 1KG Segar Fresh - Ikan Potong Ikan Campur Berkualitas - Bergaransi,Fish supplier bali,35000,2,70000,5.0,2024
Jawa Barat,https://www.tokopedia.com/boyur/ikan-tenggiri-segar-1kg-isi-1-2-bersih?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,ikan tenggiri segar 1kg isi 1-2 (BERSIH),0,85000,0,0,4.6,2024
Jawa Barat,https://www.tokopedia.com/kiossayurmakhaji/ikan-nila-segar-500-gram?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,Ikan Nila Segar 500 gram,0,17000,0,0,5.0,2024
Jawa Barat,https://www.tokopedia.com/sayuribukholifah/ikan-kembung-banjar-segar-250-500-gram-ikan-hasil-laut-segar-bogor-500-gram?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bandung%26search_id%3D20260607152957A666587AFDA6E802865K%26src%3Dsearch,Ikan Kembung Banjar Segar 250 500 Gram Ikan Hasil Laut Segar Bogor,0,38150,0,0,4.9,2024
Jawa Tengah,https://www.tokopedia.com/fruitsbox/ikan-laut-segar-salmon-tuna-kembung-belanak-tengiri-kakap-kembung-500gram-f8450?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,"Ikan Laut Segar: Salmon, Tuna, Kembung, Belanak, Tengiri, Kakap --",0,39800,0,0,5.0,2024
Jawa Tengah,https://www.tokopedia.com/pindo-ar/ikan-laut-kembung-banjar-segar-ikan-basah-berkualitas-1731642634635544334?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,IKAN LAUT KEMBUNG BANJAR SEGAR / IKAN BASAH BERKUALITAS,0,88000,0,0,5.0,2024
Jawa Tengah,https://www.tokopedia.com/lapakabdicom/ikan-selar-1kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,Ikan Selar 1Kg Ikan Laut Seafood Segar Garansi Termurah,0,63000,9,567000,0.0,2024
Jawa Tengah,https://www.tokopedia.com/lapakabdicom/ikan-kerapu-kerapuh-1-kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,Ikan Kerapu Kerapuh 1 Kg Ikan Laut Seafood Segar Garansi Termurah,0,105000,1,105000,0.0,2024
Jawa Tengah,https://www.tokopedia.com/sayur-segar-rizky-balikpapan/ikan-nila-segar-1kg?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,Ikan Nila Segar 1kg Pengiriman Instan,0,58000,0,0,5.0,2024
Jawa Tengah,https://www.tokopedia.com/22seafood/salem-laut-ikan-mackerel-frozen-pacific-mackerel-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,Salem Laut / Ikan Mackerel / Frozen Pacific Mackerel / Seafood 22,0,19000,0,0,4.9,2024
Jawa Tengah,https://www.tokopedia.com/pesona-bahari-shop/500gr-ikan-asin-layur-besar-premium-fresh-ikan-kering-seafood-laut-1732359473360045148-1734652450590327900?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,21%,0,13351,0,0,4.8,2024
Jawa Tengah,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
Jawa Tengah,https://www.tokopedia.com/warungsedepan/ikan-sarden-segar-1-kg-ikan-laut-segar-ikan-segar-cikarang-1730885775105164623?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,Ikan Sarden Segar 1 kg | Ikan Laut Segar | Ikan Segar Cikarang,0,26000,2,52000,5.0,2024
Jawa Tengah,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-kakap-merah-500-gram-ikan-kakap-merah-1735406238078502643-1735406253179504371?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+semarang%26search_id%3D20260607153011CD00692C3BFE59158LXE%26src%3Dsearch,Ikan Laut Kakap Merah Bersih 1KG Segar Fresh -  Ikan Kakap Merah - Berkualitas - Bergaransi,Fish supplier bali,55000,7,385000,5.0,2024
