Provinsi,URL Produk,Nama Produk,Lokasi Toko,Harga (IDR),Unit Terjual,Volume Penjualan (IDR),Rating,Tahun
DI Yogyakarta,https://www.tokopedia.com/oceanfishstore/ikan-laut-paketan-isi-5-ekor?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,ikan laut paketan isi 5 ekor,0,175000,1,175000,5.0,2024
DI Yogyakarta,https://www.tokopedia.com/lapakabdicom/ikan-kembung-500gr-ikan-laut-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Kembung 500gr Ikan Laut Segar Garansi Termurah,0,23900,0,0,5.0,2024
DI Yogyakarta,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-baronang-hitam-500-gram-ikan-baronang-1735384277431125747-1735384289853409011?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Laut Baronang Bersih 1KG Segar Fresh - Ikan Baronang - Berkualitas - Bergaransi,Fish supplier bali,34000,1,34000,5.0,2024
DI Yogyakarta,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-cunding-500-gram-ikan-cunding-1735384250051233523-1735384275888342771?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Laut Cunding Bersih 1KG Segar Fresh  - Ikan Cunding - Berkualitas - Bergaransi,Fish supplier bali,50000,0,0,0.0,2024
DI Yogyakarta,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-jangki-merah-500-gram-ikan-jangki-merah-1735384342358755059-1735384361917777651?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Laut Jangki Merah Bersih 1KG Segar Fresh - Ikan Jangki Merah - Berkualitas - Bergaransi,Fish supplier bali,34000,1,34000,5.0,2024
DI Yogyakarta,https://www.tokopedia.com/dshopmart/d-mart-shop-aneka-ikan-laut-segar-1731272471954163089?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,D'MART SHOP ANEKA IKAN LAUT SEGAR,0,75000,0,0,0.0,2024
DI Yogyakarta,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-kerapu-warna-campur-500-gram-ikan-kerapu-warna-1735384290940520179-1735384307537184499?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Laut Kerapu Warna 1KG Bersih Segar - Ikan Kerapu Warna - Berkualitas - Bergaransi,Fish supplier bali,45000,5,225000,5.0,2024
DI Yogyakarta,https://www.tokopedia.com/tumbasinjogja/ikan-kembung-500-gram-ikan-laut-jogja?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Kembung / 500 gram ( Ikan Laut Jogja ),0,35763,0,0,4.7,2024
DI Yogyakarta,https://www.tokopedia.com/fruitsbox/ikan-laut-segar-salmon-tuna-kembung-belanak-tengiri-kakap-kembung-500gram-f8450?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,"Ikan Laut Segar: Salmon, Tuna, Kembung, Belanak, Tengiri, Kakap --",0,39800,0,0,5.0,2024
DI Yogyakarta,https://www.tokopedia.com/lapakabdicom/ikan-selar-1kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+yogyakarta%26search_id%3D202606071530269DE6D14FFF980603B4WY%26src%3Dsearch,Ikan Selar 1Kg Ikan Laut Seafood Segar Garansi Termurah,0,63000,9,567000,0.0,2024
Jawa Timur,https://www.tokopedia.com/grosirkebonsari/ikan-laut-tengiri-segar-500-gr?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,ikan laut tengiri segar,0,60000,0,0,4.9,2024
Jawa Timur,https://www.tokopedia.com/niagara-fresh-mart/ikan-dorang-segar-ikan-laut-berkualitas-tinggi-untuk-masakan-1733692729781094035?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,Ikan Dorang Segar - Ikan Laut Berkualitas Tinggi Untuk Masakan,0,37000,0,0,0.0,2024
Jawa Timur,https://www.tokopedia.com/marphonee/ikan-tombro-emas-ukuran-25cm-1731698432764183755?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,ikan tombro emas ukuran 25cm,0,20000,0,0,5.0,2024
Jawa Timur,https://www.tokopedia.com/hsg-store/ikan-tuna-mentah-segar-fresh-1730026607446623524?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,Ikan Tuna Mentah Segar / Fresh,0,60000,0,0,4.9,2024
Jawa Timur,https://www.tokopedia.com/pesona-bahari-shop/500gr-ikan-asin-layur-besar-premium-fresh-ikan-kering-seafood-laut-1732359473360045148-1734652450590327900?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,21%,0,13351,0,0,4.8,2024
Jawa Timur,https://www.tokopedia.com/rakhis-farizqi-305/ikan-laut-mantap-dan-segar-1731215062737585942?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,ikan laut mantap dan segar,0,100,0,0,0.0,2024
Jawa Timur,https://www.tokopedia.com/ainiseafood/baby-cumi-fresh-500gr-7-10-cm?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,Baby Cumi fresh 500gr,0,40000,0,0,4.9,2024
Jawa Timur,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-kerapu-warna-campur-500-gram-ikan-kerapu-warna-1735384290940520179-1735384307537184499?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,Ikan Laut Kerapu Warna 1KG Bersih Segar - Ikan Kerapu Warna - Berkualitas - Bergaransi,Fish supplier bali,45000,5,225000,5.0,2024
Jawa Timur,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-kakap-merah-500-gram-ikan-kakap-merah-1735406238078502643-1735406253179504371?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,Ikan Laut Kakap Merah Bersih 1KG Segar Fresh -  Ikan Kakap Merah - Berkualitas - Bergaransi,Fish supplier bali,55000,7,385000,5.0,2024
Jawa Timur,https://www.tokopedia.com/dfrozen-fresh/salmon-fillet-trout-norway-kemasan-1-kg-free-stuffed-crab-1-pcs?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+surabaya%26search_id%3D20260607153041496E05E1AEA0A90913DA%26src%3Dsearch,Salmon Fillet Trout Norway Kemasan 1 kg + Free Stuffed Crab 1 pcs,0,325000,21,6825000,5.0,2024
Bali,https://www.tokopedia.com/balism/ikan-keranjang-bali-pasific-sailfin-tang-ikan-hias-laut-s?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,Ikan Keranjang Bali / Pasific Sailfin Tang - Ikan Hias Laut,Ikan Keranjang Bali / Pasific Sailfin Tang - Ikan Hias Laut,45000,11,495000,5.0,2024
Bali,https://www.tokopedia.com/22seafood/ikan-salmon-salmon-utuh-ikan-utuh-ikan-laut-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,Ikan Salmon / Salmon Utuh / Ikan Utuh / Ikan Laut / Seafood 22,0,1100000,0,0,4.8,2024
Bali,https://www.tokopedia.com/22seafood/ikan-kakap-putih-fillet-500-gr-barramundi-fillet-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,Ikan Kakap Putih Fillet 500 gr / Barramundi Fillet / Seafood 22,0,59000,0,0,5.0,2024
Bali,https://www.tokopedia.com/mukttic/fish-fresh-baramundi-from-bali-indonesia-1731423413765834192?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,fish fresh baramundi from Bali Indonesia,fish fresh baramundi from Bali Indonesia,6500000,0,0,0.0,2024
Bali,https://www.tokopedia.com/archive-ninja250-second/ikan-gurame-fresh-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,Ikan gurame fresh | ikan laut segar | seafood,0,55550,0,0,5.0,2024
Bali,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
Bali,https://www.tokopedia.com/rattastorejkt/ikan-hias-laut-keranjang-bali-size-m-dan-layaran-size-m?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,ikan hias laut Keranjang bali size m dan layaran size m,ikan hias laut Keranjang bali size m dan layaran size m,150000,1,150000,5.0,2024
Bali,https://www.tokopedia.com/pdsinarsamudera/ikan-salmon-trout-fillet-norwegian-salmon-premium-ada-belly?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,Ikan Salmon Trout fillet ( Norwegian Salmon Premium),0,48000,0,0,5.0,2024
Bali,https://www.tokopedia.com/benoafishmarket/ikan-barramundi-fillet-fish-1732538478751680484?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,Ikan Barramundi fillet / fish,0,171000,0,0,4.9,2024
Bali,https://www.tokopedia.com/rumahsalmon/ikan-laut-ekor-kuning-segar-ikan-segar-fresh-fish-fresh-seafood-500-gram?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+bali%26search_id%3D20260607153055577BCC914F9E55206571%26src%3Dsearch,IKAN LAUT EKOR KUNING SEGAR / IKAN SEGAR / FRESH FISH / FRESH SEAFOOD,Rumah Salmon Jakarta,49999,0,0,5.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/oceanfishstore/ikan-laut-paketan-isi-5-ekor?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,ikan laut paketan isi 5 ekor,0,175000,1,175000,5.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/lapakabdicom/ikan-kakap-putih-1-kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Ikan Kakap Putih 1 kg Ikan Laut Seafood Segar Garansi Termurah,0,97500,6,585000,0.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-cunding-500-gram-ikan-cunding-1735384250051233523-1735384275888342771?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Ikan Laut Cunding Bersih 1KG Segar Fresh  - Ikan Cunding - Berkualitas - Bergaransi,Fish supplier bali,50000,0,0,0.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/kandangseafood/ikan-kerapu-bunga-macan-hidup-live-seafood-uk-5-6ons-per-ekor-5-6-ons?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,IKAN KERAPU BUNGA MACAN HIDUP LIVE SEAFOOD uk 5-6ons Per ekor.,0,108000,0,0,5.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/fresh-goods-official/ikan-kakap-merah-ikan-red-snapper-dijamin-segar-dan-berkualitas-by-freshgoods-1732987009097172008?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Ikan Kakap Merah / Ikan Red Snapper DIJAMIN SEGAR DAN BERKUALITAS By FreshGoods,0,108000,0,0,5.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/nutrisifood2/baby-cumi-asin-gepeng-termurah-food-1730893268731397850?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Baby Cumi Asin Gepeng  Termurah Food,0,41000,0,0,4.4,2024
Nusa Tenggara Barat,https://www.tokopedia.com/22seafood/ikan-salmon-salmon-utuh-ikan-utuh-ikan-laut-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Ikan Salmon / Salmon Utuh / Ikan Utuh / Ikan Laut / Seafood 22,0,1100000,0,0,4.8,2024
Nusa Tenggara Barat,https://www.tokopedia.com/archive-ninja250-second/ikan-layur-fresh-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Ikan layur fresh | ikan laut segar | seafood,0,65000,0,0,5.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/fruitsbox/ikan-laut-segar-salmon-tuna-kembung-belanak-tengiri-kakap-kembung-500gram-f8450?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,"Ikan Laut Segar: Salmon, Tuna, Kembung, Belanak, Tengiri, Kakap --",0,39800,0,0,5.0,2024
Nusa Tenggara Barat,https://www.tokopedia.com/archive-ninja250-second/ikan-gabus-laut-ikan-kobia-segar-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+mataram%26search_id%3D202606071531103AD7C2EBB96FCB08ETBS%26src%3Dsearch,Ikan gabus laut / ikan kobia segar | ikan laut segar | seafood,0,62500,29,1812500,5.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/dbest-reefs/ikan-betok-kupang?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Ikan Betok Kupang,Ikan Betok Kupang,36000,0,0,4.9,2024
Nusa Tenggara Timur,https://www.tokopedia.com/22seafood/ikan-kakap-putih-fillet-500-gr-barramundi-fillet-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Ikan Kakap Putih Fillet 500 gr / Barramundi Fillet / Seafood 22,0,59000,0,0,5.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/apqa/paket-bundling-kupang-kraton-fresh-2-pack-food-frozen-1732746558553097433?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,PAKET BUNDLING KUPANG KRATON FRESH 2 PACK Food Frozen,PAKET BUNDLING KUPANG KRATON FRESH 2 PACK Food Frozen,178900,12,2146800,5.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/kandangseafood/ikan-kakap-putih-fresh-segar-baramundi-per-ekor-5-6ons-40631?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Ikan Kakap Putih Fresh Segar Baramundi Per Ekor,0,48000,0,0,5.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/benoafishmarketjkt/paket-bundle-ikan-dori-salmon-fillet-samasta-wild-caught-premium-fish-1735522669680953206-1735522638593754998?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Paket Bundle Ikan Dori & Salmon Fillet Samasta Wild Caught Premium Fish,Benoa Fish Market Jakarta,86500,4,346000,0.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/rumahikanlautseg/udang-vaname-kupas-bersih-sisa-ekor-rumah-ikan-laut-segar-premium-seafood-mentah-1732325713761305774-1735427927185786030?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Udang Vaname Kupas Bersih Sisa Ekor Rumah Ikan Laut Segar Premium Seafood Mentah,0,66000,5,330000,0.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/22seafood/salem-laut-ikan-mackerel-frozen-pacific-mackerel-seafood-22?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Salem Laut / Ikan Mackerel / Frozen Pacific Mackerel / Seafood 22,0,19000,0,0,4.9,2024
Nusa Tenggara Timur,https://www.tokopedia.com/cvlautan-mas/ikan-sebelah-1kg-ikan-sebelah-segar-seafood-ikan-laut-segar-1732399607450535419?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,Ikan Sebelah 1Kg Ikan Sebelah Segar Seafood Ikan Laut Segar,0,58000,0,0,0.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/dshopmart/d-mart-shop-aneka-ikan-laut-segar-1731272945103570321?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,D'MART SHOP ANEKA IKAN LAUT SEGAR,0,75000,0,0,0.0,2024
Nusa Tenggara Timur,https://www.tokopedia.com/archive-ninja250-second/ikan-sembilang-ikan-laut-segar-seafood?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+kupang%26search_id%3D20260607153124371BCE7DC83817243AG0%26src%3Dsearch,ikan sembilang | ikan laut segar | seafood,0,48500,0,0,4.9,2024
Kalimantan Barat,https://www.tokopedia.com/lapakabdicom/cumi-sotong-500g-ikan-laut-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,Cumi Sotong 500g Ikan Laut Segar Garansi Termurah,0,38500,0,0,5.0,2024
Kalimantan Barat,https://www.tokopedia.com/rogerrpedia/ikan-teri-putih-lokal-bersih-banget-makanan-laut-1731369631021172704?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,ikan teri putih lokal bersih banget Makanan Laut,0,160000,12,1920000,5.0,2024
Kalimantan Barat,https://www.tokopedia.com/fruitsbox/ikan-laut-segar-salmon-tuna-kembung-belanak-tengiri-kakap-kembung-500gram-f8450?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,"Ikan Laut Segar: Salmon, Tuna, Kembung, Belanak, Tengiri, Kakap --",0,39800,0,0,5.0,2024
Kalimantan Barat,https://www.tokopedia.com/lapakabdicom/ikan-kakap-putih-1-kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,Ikan Kakap Putih 1 kg Ikan Laut Seafood Segar Garansi Termurah,0,97500,6,585000,0.0,2024
Kalimantan Barat,https://www.tokopedia.com/lapakabdicom/ikan-kembung-500gr-ikan-laut-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,Ikan Kembung 500gr Ikan Laut Segar Garansi Termurah,0,23900,0,0,5.0,2024
Kalimantan Barat,https://www.tokopedia.com/rakhis-farizqi-305/ikan-laut-mantap-dan-segar-1731215062737585942?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,ikan laut mantap dan segar,0,100,0,0,0.0,2024
Kalimantan Barat,https://www.tokopedia.com/lapakabdicom/ikan-selar-1kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,Ikan Selar 1Kg Ikan Laut Seafood Segar Garansi Termurah,0,63000,9,567000,0.0,2024
Kalimantan Barat,https://www.tokopedia.com/pindo-ar/ikan-laut-kembung-banjar-segar-ikan-basah-berkualitas-1731642634635544334?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,IKAN LAUT KEMBUNG BANJAR SEGAR / IKAN BASAH BERKUALITAS,0,88000,0,0,5.0,2024
Kalimantan Barat,https://www.tokopedia.com/lapakabdicom/ikan-kerapu-kerapuh-1-kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,Ikan Kerapu Kerapuh 1 Kg Ikan Laut Seafood Segar Garansi Termurah,0,105000,1,105000,0.0,2024
Kalimantan Barat,https://www.tokopedia.com/fish-supplier-bali/fresh-frozen-ikan-laut-potong-500-gram-ikan-potong-ikan-campur-berkualitas-1735383907005269747-1735383907543844595?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+pontianak%26search_id%3D20260607153139EDDEA82AD2755B12408X%26src%3Dsearch,Steak Ikan Laut Potong 1KG Segar Fresh - Ikan Potong Ikan Campur Berkualitas - Bergaransi,Fish supplier bali,35000,2,70000,5.0,2024
Kalimantan Tengah,https://www.tokopedia.com/lapakabdicom/cumi-sotong-500g-ikan-laut-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,Cumi Sotong 500g Ikan Laut Segar Garansi Termurah,0,38500,0,0,5.0,2024
Kalimantan Tengah,https://www.tokopedia.com/pesona-bahari-shop/500gr-ikan-asin-layur-besar-premium-fresh-ikan-kering-seafood-laut-1732359473360045148-1734652450590327900?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,21%,0,13351,0,0,4.8,2024
Kalimantan Tengah,https://www.tokopedia.com/mamafreshmarket/ikan-laut-segar?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,ikan laut segar,0,30000,0,0,0.0,2024
Kalimantan Tengah,https://www.tokopedia.com/cvlautan-mas/ikan-sebelah-1kg-ikan-sebelah-segar-seafood-ikan-laut-segar-1732399607450535419?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,Ikan Sebelah 1Kg Ikan Sebelah Segar Seafood Ikan Laut Segar,0,58000,0,0,0.0,2024
Kalimantan Tengah,https://www.tokopedia.com/lapakabdicom/ikan-kembung-500gr-ikan-laut-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,Ikan Kembung 500gr Ikan Laut Segar Garansi Termurah,0,23900,0,0,5.0,2024
Kalimantan Tengah,https://www.tokopedia.com/lapakabdicom/ikan-kakap-putih-1-kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,Ikan Kakap Putih 1 kg Ikan Laut Seafood Segar Garansi Termurah,0,97500,6,585000,0.0,2024
Kalimantan Tengah,https://www.tokopedia.com/fresh-goods-official/ikan-bawal-hitam-ikan-bawal-laut-ikan-dorang-hitam-ikan-dorang-laut-dijamin-segar-dan-berkualitas-by-freshgoods-500-gram-utuh-73534?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,21%,0,31600,0,0,4.9,2024
Kalimantan Tengah,https://www.tokopedia.com/rakhis-farizqi-305/ikan-laut-mantap-dan-segar-1731215062737585942?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,ikan laut mantap dan segar,0,100,0,0,0.0,2024
Kalimantan Tengah,https://www.tokopedia.com/lapakabdicom/ikan-selar-1kg-ikan-laut-seafood-segar-garansi-termurah?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,Ikan Selar 1Kg Ikan Laut Seafood Segar Garansi Termurah,0,63000,9,567000,0.0,2024
Kalimantan Tengah,https://www.tokopedia.com/fruitsbox/ikan-laut-segar-salmon-tuna-kembung-belanak-tengiri-kakap-kembung-500gram-f8450?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+palangkaraya%26search_id%3D20260607153153D34AB169B70C9D252Y07%26src%3Dsearch,"Ikan Laut Segar: Salmon, Tuna, Kembung, Belanak, Tengiri, Kakap --",0,39800,0,0,5.0,2024
Kalimantan Selatan,https://www.tokopedia.com/pindo-ar/ikan-laut-kembung-banjar-segar-ikan-basah-berkualitas-1731642634635544334?extParam=ivf%3Dfalse%26keyword%3Dikan+laut+segar+banjarmasin%26search_id%3D202606071532085737C6EC2E07160F0NE2%26src%3Dsearch,IKAN LAUT KEMBUNG BANJAR SEGAR / IKAN BASAH BERKUALITAS,0,88000,0,0,5.0,2024
